KIC,Kpmag,QLen,DLen,numax,e_numax,Delnu,e_Delnu,A,e_A,Width,e_Width,Gran,e_Gran,Teff,e_Teff,log(g),e_log(g),[Fe/H],e_[Fe/H],NoCorM,e_NoCorM,NoCorR,e_NoCorR,RGBcorM,e_RGBcorM,RGBcorR,e_RGBcorR,ClcorM,e_ClcorM,ClcorR,e_ClcorR,Phase,dnu_acf
2711035,13.65,7,548.1,50.65,0.45,5.3679999999999986,0.017,74.6,3.7,16.2,1.2,1215.8,113.8,4964,156,2.62,0.009000000000000001,-0.19,0.3,1.41,0.09,9.62,0.23,1.34,0.09,9.39,0.22,1.44,0.1,9.72,0.23,1,
2711123,12.53,17,1308.6,38.99,0.7,4.056,0.014,52.9,2.8,14.2,1.5,1000.6,74.3,4906,149,2.504,0.011,-0.04,0.3,1.93,0.16,12.9,0.36,1.83,0.15,12.56,0.35,1.98,0.16,13.06,0.37,1,
2711432,10.23,18,1318.0,9.62,0.7,1.537,0.036000000000000004,219.4,21.3,5.6,1.8,69407.1,7519.3,4373,80,1.871,0.032,0.13,0.15,1.19,0.29,20.93,1.84,1.03,0.25,19.48,1.69,1.16,0.28,20.74,1.82,1,
2711477,12.23,9,642.1,14.14,0.82,2.158,0.031,183.0,13.1,5.9,0.8,23469.4,2425.1,4667,80,2.052,0.026,-0.08,0.15,1.07,0.2,16.12,1.08,0.96,0.18,15.25,1.01,1.06,0.2,16.08,1.08,0,
2712313,13.67,7,548.1,58.69,0.78,5.874,0.014,72.5,3.5,24.0,1.7,675.6,128.7,4995,159,2.685,0.01,-0.01,0.3,1.54,0.11,9.34,0.24,1.5,0.11,9.21,0.24,1.56,0.11,9.4,0.24,1,
2712534,13.49,7,467.3,28.87,0.71,4.119,0.29600000000000004,134.7,6.0,12.2,2.1,6588.7,646.5,5305,182,2.39,0.014,-0.24,0.3,0.83,0.25,9.63,1.42,0.89,0.27,9.95,1.49,0.84,0.26,9.69,1.43,2,
2712761,13.08,9,642.1,58.81,0.43,5.984,0.013,94.6,4.4,17.3,0.8,1036.3,95.3,4661,80,2.6710000000000003,0.006999999999999999,-0.01,0.15,1.3,0.07,8.71,0.16,1.17,0.06,8.26,0.15,1.3,0.07,8.72,0.16,1,
2713172,13.73,15,1211.9,32.13,0.76,4.096,0.124,117.5,7.8,13.4,1.4,5328.2,447.4,5203,168,2.432,0.013,-0.18,0.3,1.14,0.17,10.74,0.73,1.18,0.18,10.93,0.75,1.14,0.17,10.77,0.74,2,
2713278,13.96,15,1211.9,50.8,0.84,5.2029999999999985,0.012,87.2,5.0,17.9,1.3,1455.9,181.0,4876,151,2.617,0.011,0.11,0.3,1.57,0.12,10.18,0.28,1.49,0.12,9.95,0.27,1.59,0.12,10.26,0.28,1,
2713305,12.27,18,1318.1,56.49,0.62,5.589,0.011,87.6,3.9,18.9,1.0,1140.5,83.8,4585,80,2.65,0.008,0.38,0.15,1.48,0.08,9.52,0.19,1.35,0.08,9.1,0.18,1.48,0.08,9.54,0.19,1,
2713345,13.87,17,1308.7,28.14,0.92,4.027,0.191,83.6,6.0,12.2,4.7,4473.9,468.9,5315,170,2.379,0.016,-0.89,0.3,0.84,0.19,9.83,1.01,0.87,0.19,9.99,1.03,0.89,0.2,10.07,1.04,2,
2713391,13.63,17,1308.7,35.48,0.67,4.217,0.031,119.8,5.7,13.1,1.3,4394.3,344.9,5016,156,2.467,0.011,0.01,0.3,1.29,0.11,10.98,0.35,1.29,0.11,10.98,0.35,1.3,0.11,11.04,0.35,2,
2713674,13.94,17,1308.7,42.87,0.43,4.827,0.012,82.7,4.8,13.9,1.0,1550.1,117.3,4869,149,2.543,0.009000000000000001,-0.58,0.3,1.27,0.08,9.98,0.24,1.13,0.07,9.41,0.22,1.26,0.08,9.97,0.24,1,
2713894,12.12,18,1318.1,36.04,0.76,4.055,0.033,78.9,3.9,13.8,1.2,2446.1,150.7,5232,164,2.483,0.012,-0.42,0.3,1.69,0.16,12.32,0.42,1.68,0.16,12.31,0.42,1.74,0.16,12.52,0.43,2,
2714090,12.34,18,1318.1,52.7,0.66,5.095,0.015,65.9,2.7,19.7,1.3,907.6,50.7,4859,80,2.632,0.008,0.21,0.15,1.89,0.11,11.0,0.24,1.81,0.11,10.75,0.23,1.93,0.11,11.11,0.24,2,
2714108,12.73,9,642.1,38.56,0.68,4.27,0.061,92.0,4.4,13.9,0.9,2218.5,228.1,5142,167,2.509,0.011,-0.24,0.3,1.64,0.16,11.79,0.47,1.61,0.16,11.71,0.47,1.68,0.17,11.94,0.48,2,
2714397,10.51,18,1318.1,33.08,0.64,4.181,0.028,116.3,4.9,13.2,1.2,3478.4,210.9,5003,100,2.437,0.01,-0.62,0.15,1.08,0.09,10.4,0.3,1.01,0.08,10.05,0.29,1.1,0.09,10.52,0.31,2,
2714470,12.24,7,467.3,28.36,0.7,3.411,0.023,129.6,7.8,11.3,1.8,4760.3,865.0,4702,140,2.356,0.013,0.21,0.3,1.4,0.14,12.99,0.45,1.3,0.13,12.51,0.43,1.41,0.14,13.07,0.46,2,
2714785,12.29,18,1318.2,116.05,0.7,10.413,0.013,63.7,2.5,33.4,1.2,145.0,22.4,4716,80,2.969,0.006,-0.12,0.15,1.11,0.05,5.71,0.1,1.0,0.05,5.42,0.1,1.11,0.05,5.71,0.1,1,
2715523,11.87,2,41.9,52.15,2.9,5.761,0.901,62.5,13.6,22.8,7.7,1240.2,355.4,4717,165,2.6210000000000004,0.026,-0.26,0.3,1.07,0.7,8.39,2.67,0.95,0.6,7.88,2.44,1.06,0.69,8.33,2.65,2,
2715920,13.22,6,380.8,25.85,0.91,3.49,0.056,146.4,7.2,11.7,3.5,4722.5,1032.4,5082,168,2.333,0.017,-0.23,0.3,1.09,0.15,11.76,0.61,1.1,0.15,11.82,0.62,1.09,0.15,11.8,0.62,2,
2715975,13.82,15,1211.9,102.29,0.76,9.301,0.019,57.3,2.0,30.4,1.4,99.9,18.6,5101,164,2.931,0.009000000000000001,-0.05,0.3,1.34,0.09,6.56,0.15,1.36,0.09,6.6,0.15,1.36,0.09,6.61,0.15,1,
2716376,12.62,7,467.3,38.16,0.58,4.267,0.014,111.2,4.9,15.0,2.1,3120.9,253.1,4940,163,2.496,0.011,0.25,0.3,1.5,0.12,11.45,0.31,1.48,0.11,11.37,0.31,1.52,0.12,11.53,0.31,2,
2716608,10.53,18,1318.2,67.73,0.86,5.78,0.08199999999999999,34.0,1.4,26.1,1.9,302.0,21.7,5084,80,2.7510000000000003,0.008,0.01,0.15,2.6,0.21,11.23,0.39,2.68,0.22,11.41,0.4,2.73,0.22,11.52,0.41,2,
2717201,14.0,17,1308.7,70.06,0.69,6.687,0.025,66.0,3.0,27.0,4.1,250.9,70.7,4978,150,2.761,0.009000000000000001,-0.22,0.3,1.55,0.1,8.59,0.21,1.47,0.1,8.37,0.2,1.59,0.11,8.7,0.21,1,
2717478,13.45,6,380.8,34.51,0.72,4.049,0.056,121.0,6.0,14.3,2.0,2882.7,388.2,4845,152,2.448,0.012,-0.08,0.3,1.33,0.14,11.39,0.46,1.24,0.13,11.01,0.44,1.34,0.14,11.46,0.47,2,
2718241,13.89,15,1211.9,130.99,1.31,10.696,0.018000000000000002,34.4,2.6,37.0,5.4,79.4,22.1,4990,156,3.034,0.009000000000000001,-0.09,0.3,1.56,0.1,6.29,0.15,1.5,0.1,6.17,0.15,1.58,0.11,6.34,0.15,1,
2719113,12.03,18,1318.2,32.6,0.94,3.981,0.033,106.2,5.2,15.2,2.1,4467.8,381.8,4616,80,2.4130000000000003,0.014,0.29,0.15,1.11,0.11,10.86,0.4,1.03,0.1,10.44,0.38,1.11,0.11,10.86,0.4,2,
2719382,13.53,17,1308.7,33.47,0.71,4.141,0.025,133.0,6.0,12.9,1.3,6710.9,411.1,4931,153,2.438,0.012,-0.07,0.3,1.14,0.1,10.65,0.34,1.11,0.1,10.53,0.34,1.14,0.1,10.69,0.34,2,
2719466,13.82,7,548.2,10.57,0.35,1.61,0.025,170.9,24.6,2.8,0.6,77837.7,8407.0,4774,149,1.931,0.016,-0.45,0.3,1.49,0.2,21.89,1.09,1.31,0.17,20.55,1.01,1.46,0.19,21.7,1.08,0,
2719701,13.73,15,1211.9,141.56,1.01,11.915,0.025,48.1,3.4,37.2,2.7,94.4,41.1,4965,157,3.0660000000000003,0.009000000000000001,-0.11,0.3,1.27,0.08,5.46,0.12,1.23,0.08,5.38,0.12,1.28,0.08,5.49,0.13,1,
2719795,11.07,15,1200.6,53.54,0.52,5.4860000000000015,0.011,88.9,4.6,16.8,0.8,1242.6,64.4,4652,80,2.63,0.006999999999999999,0.09,0.15,1.38,0.07,9.43,0.19,1.25,0.07,8.97,0.17,1.39,0.07,9.46,0.19,1,
2720096,13.05,16,1221.4,110.0,1.27,9.091,0.017,32.9,2.0,37.1,8.6,171.9,18.5,4916,80,2.955,0.008,0.13,0.15,1.73,0.1,7.25,0.15,1.66,0.09,7.11,0.14,1.77,0.1,7.33,0.15,1,
2720444,11.77,9,642.1,31.87,1.45,4.018,0.08900000000000001,81.3,8.3,13.4,2.1,4856.9,689.7,4899,80,2.416,0.02,-0.43,0.15,1.1,0.18,10.74,0.7,1.0,0.17,10.27,0.67,1.1,0.19,10.78,0.71,2,
2720447,13.15,7,467.3,28.21,1.27,3.887,0.095,135.2,6.5,14.4,2.1,5365.7,559.8,5109,170,2.372,0.021,-0.13,0.3,0.92,0.16,10.37,0.73,0.97,0.17,10.6,0.75,0.93,0.16,10.38,0.73,2,
2720777,13.12,18,1318.2,133.49,3.23,10.502,0.018000000000000002,29.5,2.3,56.3,8.9,51.1,11.8,4961,80,3.0410000000000004,0.012,0.16,0.15,1.76,0.15,6.63,0.19,1.71,0.15,6.54,0.19,1.8,0.15,6.7,0.2,1,
2721170,13.51,10,724.5,30.33,0.87,3.941,0.127,122.2,6.3,12.4,2.0,5987.1,530.1,4938,153,2.396,0.015,-0.28,0.3,1.03,0.17,10.67,0.78,0.99,0.16,10.44,0.76,1.04,0.17,10.71,0.79,2,
2722294,13.87,5,371.4,30.15,0.95,3.646,0.155,130.9,7.8,12.3,2.2,8418.2,1109.9,5034,169,2.398,0.016,-0.14,0.3,1.42,0.29,12.51,1.17,1.39,0.28,12.36,1.15,1.45,0.3,12.62,1.18,2,
2722450,13.85,5,371.4,38.41,0.42,4.371,0.027000000000000003,101.7,6.8,14.4,2.3,2937.2,440.9,5111,179,2.506,0.01,-0.02,0.3,1.46,0.11,11.17,0.31,1.47,0.11,11.22,0.31,1.48,0.11,11.25,0.31,2,
2722473,13.863,17,1308.74,204.92,1.17,16.235,0.087,,,,,,,5164,172,3.235,0.009000000000000001,-0.01,0.3,1.18,0.08,4.34,0.11,1.23,0.08,4.43,0.11,1.19,0.08,4.36,0.11,1,
2722717,13.18,7,548.2,32.71,0.53,4.104,0.037000000000000005,151.7,14.6,11.7,1.2,9252.1,2056.8,4873,154,2.426,0.011,0.04,0.3,1.08,0.09,10.54,0.34,1.06,0.09,10.44,0.34,1.09,0.09,10.56,0.34,2,
2722819,12.52,17,1292.4,30.87,1.12,3.303,0.033,80.7,3.8,13.7,2.2,3256.0,223.1,5012,154,2.407,0.018000000000000002,-0.17,0.3,2.26,0.29,15.57,0.72,2.2,0.29,15.39,0.71,2.33,0.3,15.84,0.73,2,
2831788,10.01,18,1317.9,54.36,0.39,5.4670000000000005,0.013,89.6,4.5,15.0,0.7,1441.2,79.7,4798,100,2.643,0.006999999999999999,0.09,0.15,1.54,0.08,9.79,0.19,1.44,0.08,9.47,0.18,1.56,0.08,9.86,0.19,1,
2831815,12.85,15,1211.7,52.88,0.5,5.61,0.015,95.4,4.2,17.5,1.0,1115.0,81.2,4600,80,2.622,0.006999999999999999,-0.19,0.15,1.2,0.06,8.86,0.18,1.04,0.06,8.26,0.16,1.18,0.06,8.77,0.17,1,
2832426,12.01,18,1317.9,47.31,0.52,4.828,0.013,72.6,3.5,16.3,1.0,1286.7,65.5,4661,100,2.576,0.008,-0.14,0.15,1.59,0.09,10.77,0.23,1.42,0.08,10.18,0.22,1.59,0.09,10.75,0.23,1,
2833089,13.27,6,380.7,36.04,0.35,4.082,0.018000000000000002,136.7,8.5,11.6,0.9,2618.3,492.3,4821,146,2.466,0.009000000000000001,0.07,0.3,1.45,0.1,11.67,0.29,1.37,0.09,11.32,0.28,1.47,0.1,11.75,0.29,1,
2833772,13.62,9,715.0,100.44,0.66,9.068,0.013,58.4,2.5,31.0,1.7,173.4,53.1,5101,169,2.923,0.009000000000000001,-0.0,0.3,1.4,0.09,6.78,0.16,1.42,0.09,6.82,0.16,1.42,0.09,6.83,0.16,1,
2834229,13.82,14,1125.7,44.89,0.49,4.823,0.014,112.7,5.6,14.1,0.8,2414.1,190.8,4641,136,2.553,0.009000000000000001,0.44,0.3,1.36,0.09,10.22,0.24,1.24,0.08,9.77,0.23,1.35,0.09,10.17,0.24,1,
2834230,10.43,18,1317.9,90.6,1.6,7.06,0.029,20.4,2.7,23.7,4.9,261.9,32.0,5311,100,2.887,0.01,-0.13,0.15,2.98,0.21,10.29,0.27,3.32,0.24,10.87,0.28,3.31,0.24,10.85,0.28,2,
2834607,10.9,4,206.3,40.73,1.75,4.23,0.087,54.6,6.7,15.6,4.0,1545.9,234.4,5048,158,2.529,0.02,0.07,0.3,1.95,0.32,12.57,0.79,1.92,0.32,12.5,0.79,1.99,0.33,12.72,0.81,2,
2835067,12.83,18,1317.9,82.36,0.62,7.596,0.014,59.3,2.6,25.5,1.3,325.3,57.1,4830,80,2.825,0.006999999999999999,-0.14,0.15,1.45,0.07,7.71,0.14,1.33,0.07,7.4,0.14,1.47,0.07,7.76,0.14,1,
2835283,13.1,17,1308.5,44.55,0.38,5.05,0.013,104.7,4.7,14.6,0.7,1724.9,116.4,4641,80,2.549,0.006999999999999999,-0.36,0.15,1.11,0.06,9.25,0.18,0.95,0.05,8.59,0.16,1.07,0.06,9.12,0.18,1,
2835657,12.95,18,1317.9,86.27,0.86,7.812,0.021,54.4,2.2,29.5,1.6,227.0,50.5,4865,80,2.847,0.006999999999999999,-0.15,0.15,1.5,0.08,7.66,0.15,1.4,0.08,7.38,0.15,1.53,0.08,7.72,0.15,1,
2835720,12.07,8,557.5,59.73,0.49,5.98,0.017,75.1,3.2,18.5,0.8,921.6,53.5,4813,100,2.685,0.006999999999999999,-0.09,0.15,1.43,0.08,9.01,0.18,1.32,0.07,8.65,0.17,1.45,0.08,9.06,0.18,1,
2836038,11.33,17,1235.6,37.33,0.61,4.248,0.036000000000000004,105.6,4.4,16.4,1.5,3192.1,236.2,4775,100,2.479,0.009000000000000001,0.33,0.15,1.36,0.1,11.11,0.33,1.3,0.1,10.86,0.32,1.36,0.1,11.13,0.33,2,
2837276,13.35,7,467.3,57.13,0.56,5.73,0.015,62.6,4.1,19.6,2.8,1183.3,110.5,4616,80,2.656,0.006999999999999999,0.25,0.15,1.4,0.08,9.19,0.18,1.27,0.07,8.77,0.17,1.41,0.08,9.23,0.18,1,
2845408,10.66,18,1318.0,76.6,1.74,6.283,0.038,31.0,1.6,31.3,2.0,270.3,15.6,5061,80,2.804,0.011,0.21,0.15,2.67,0.23,10.73,0.33,2.79,0.24,10.96,0.33,2.75,0.23,10.9,0.33,2,
2845610,9.3,18,1318.0,91.65,4.66,7.069,0.052000000000000005,18.6,3.0,41.8,11.4,87.2,45.2,5091,80,2.883,0.023,0.02,0.15,2.88,0.46,10.17,0.56,3.02,0.49,10.41,0.58,3.07,0.5,10.5,0.58,2,
2845734,13.61,6,380.7,61.17,0.6,6.11,0.017,91.6,4.9,21.2,1.6,900.6,95.0,4661,80,2.688,0.006999999999999999,-0.36,0.15,1.34,0.07,8.69,0.17,1.17,0.06,8.12,0.16,1.31,0.07,8.59,0.17,1,
2846051,10.22,18,1318.0,6.82,0.17,1.107,0.015,380.0,36.1,2.5,0.4,114725.9,11800.7,4310,80,1.719,0.012,0.0,0.15,1.54,0.16,28.41,1.14,1.36,0.14,26.69,1.05,1.51,0.15,28.14,1.13,1,
2846355,13.91,5,371.3,34.88,1.28,4.024,0.085,114.2,6.4,14.4,2.8,5199.3,610.3,5192,172,2.468,0.018000000000000002,-0.18,0.3,1.56,0.24,12.06,0.72,1.57,0.24,12.12,0.73,1.6,0.24,12.21,0.74,2,
2846543,13.66,15,1211.8,30.92,0.81,4.246,0.103,111.6,5.2,12.7,1.3,4839.0,328.2,5245,170,2.417,0.014,-0.2,0.3,0.89,0.12,9.65,0.57,0.94,0.13,9.94,0.59,0.9,0.12,9.69,0.57,2,
2846659,12.04,17,1235.7,99.97,0.65,9.299,0.017,67.5,2.4,28.8,1.0,235.5,37.4,4718,80,2.904,0.006,-0.21,0.15,1.11,0.05,6.17,0.11,0.99,0.05,5.82,0.1,1.1,0.05,6.15,0.11,1,
2846944,12.01,18,1318.0,8.22,0.34,1.415,0.019,374.6,29.5,3.5,0.6,100194.5,10533.5,4280,80,1.798,0.019,-0.31,0.15,1.0,0.14,20.87,1.08,0.84,0.12,19.13,0.98,0.96,0.14,20.47,1.05,1,
2847114,12.65,18,1318.0,7.66,0.4,1.348,0.038,312.0,31.0,3.8,1.0,169861.6,13067.0,4342,80,1.77,0.023,0.14,0.15,1.0,0.2,21.58,1.7,0.86,0.17,19.95,1.54,0.98,0.19,21.37,1.68,1,
2847541,13.84,16,1276.1,15.24,0.41,2.165,0.014,238.0,16.8,6.2,0.7,29185.2,2200.4,4336,151,2.069,0.015,-0.04,0.3,1.18,0.13,16.64,0.62,1.02,0.11,15.43,0.57,1.15,0.12,16.43,0.62,0,
2847978,12.21,18,1318.0,8.43,0.3,1.589,0.038,286.5,20.5,4.5,1.3,95649.7,7984.3,4524,100,1.821,0.017,-0.17,0.15,0.74,0.11,17.45,1.09,0.62,0.09,16.06,0.98,0.74,0.11,17.47,1.09,1,
2848618,11.87,15,1138.9,39.76,0.69,4.2330000000000005,0.019,92.2,3.2,16.4,1.4,2166.2,145.6,4828,147,2.509,0.011,0.3,0.3,1.69,0.14,11.98,0.34,1.62,0.13,11.72,0.33,1.72,0.14,12.09,0.34,2,
2848725,11.97,18,1318.0,28.77,0.77,4.02,0.08800000000000001,130.1,6.7,12.3,2.0,5546.4,487.1,4894,141,2.371,0.014,-0.51,0.3,0.8,0.11,9.68,0.53,0.75,0.1,9.33,0.51,0.81,0.11,9.74,0.54,2,
2848857,12.79,18,1318.0,28.19,0.86,3.803,0.041,125.2,5.6,12.5,1.6,5651.5,386.7,4930,80,2.364,0.014,-0.35,0.15,0.95,0.11,10.63,0.43,0.91,0.1,10.39,0.42,0.96,0.11,10.69,0.44,2,
2848887,13.01,16,1221.2,44.61,0.6,4.588,0.012,81.9,4.3,16.0,1.6,1774.1,94.3,4690,80,2.552,0.008,0.15,0.15,1.66,0.1,11.28,0.25,1.52,0.09,10.81,0.24,1.68,0.1,11.37,0.25,1,
2849057,13.55,18,1318.0,51.18,0.65,5.316,0.021,92.0,4.5,19.0,2.0,1304.7,250.6,4768,136,2.616,0.009000000000000001,-0.04,0.3,1.42,0.1,9.72,0.24,1.3,0.09,9.31,0.23,1.44,0.1,9.77,0.24,1,
2849378,13.07,18,1318.0,101.53,2.37,7.9,0.036000000000000004,24.8,1.1,50.0,8.6,48.6,8.1,5258,164,2.934,0.013,-0.46,0.3,2.63,0.25,9.17,0.3,2.8,0.26,9.45,0.31,2.91,0.27,9.64,0.32,2,
2849476,13.07,7,467.2,17.3,0.29,2.205,0.022,161.2,8.5,6.6,0.5,10558.4,1058.5,4570,80,2.135,0.009000000000000001,-0.33,0.15,1.74,0.14,18.69,0.58,1.55,0.12,17.64,0.54,1.7,0.13,18.49,0.57,1,
2849721,10.96,3,196.9,32.07,0.92,3.791,0.306,122.5,11.1,12.3,1.9,3993.6,580.8,4803,144,2.414,0.015,0.14,0.3,1.37,0.46,12.02,1.99,1.29,0.43,11.69,1.91,1.38,0.47,12.09,2.0,2,
2850010,12.81,16,1221.2,53.71,0.72,5.296,0.015,57.5,3.1,19.4,1.7,818.1,55.1,4792,80,2.638,0.008,-0.25,0.15,1.68,0.1,10.3,0.23,1.51,0.09,9.77,0.21,1.69,0.1,10.32,0.23,1,
2850466,13.99,17,1308.6,42.02,0.49,4.558,0.018000000000000002,80.9,4.8,14.2,1.6,2079.8,191.7,4833,80,2.533,0.008,-0.3,0.15,1.48,0.09,10.93,0.24,1.34,0.08,10.39,0.22,1.49,0.09,10.96,0.24,1,
2850480,13.24,16,1221.2,55.81,0.65,5.6160000000000005,0.011,90.8,5.6,19.3,1.6,1243.3,94.4,4553,80,2.643,0.008,0.37,0.15,1.38,0.08,9.28,0.19,1.25,0.07,8.84,0.18,1.38,0.08,9.28,0.19,1,
2850913,13.57,18,1318.0,49.67,0.61,5.228,0.013,96.6,4.6,16.8,1.2,1780.9,103.3,4439,127,2.587,0.009000000000000001,-0.48,0.3,1.25,0.08,9.41,0.23,1.08,0.07,8.74,0.21,1.2,0.08,9.22,0.22,1,
2851014,13.18,18,1318.0,23.94,0.64,3.242,0.087,149.7,6.6,10.2,1.7,10411.7,598.3,4970,148,2.295,0.014,-0.12,0.3,1.12,0.16,12.48,0.79,1.1,0.16,12.38,0.78,1.13,0.16,12.52,0.79,2,
2852827,13.76,17,1308.7,33.43,0.81,3.997,0.025,113.2,5.2,13.8,1.5,4388.5,440.1,5032,152,2.442,0.013,-0.04,0.3,1.34,0.13,11.54,0.4,1.34,0.13,11.5,0.39,1.36,0.13,11.62,0.4,2,
2853089,15.26,14,1111.8,122.45,1.22,10.834,0.055,65.6,5.2,30.0,2.7,57.4,35.4,4794,167,2.9960000000000004,0.01,-0.83,0.3,1.14,0.08,5.61,0.15,0.96,0.07,5.17,0.14,1.08,0.08,5.47,0.14,0,
2853354,13.86,17,1308.7,125.18,0.78,10.3,0.016,58.1,2.4,36.5,1.9,116.7,23.7,4992,162,3.014,0.009000000000000001,0.24,0.3,1.58,0.1,6.48,0.15,1.57,0.1,6.46,0.15,1.61,0.1,6.53,0.15,1,
2853631,14.0,6,457.9,33.06,0.64,3.88,0.078,134.1,6.3,15.8,1.5,3827.1,535.2,5062,165,2.439,0.012,-0.04,0.3,1.48,0.17,12.14,0.6,1.47,0.17,12.1,0.6,1.5,0.17,12.23,0.61,2,
2853886,12.7,7,467.3,34.61,1.79,4.0310000000000015,0.036000000000000004,103.2,3.7,16.9,1.9,2609.4,214.0,4994,163,2.456,0.024,0.11,0.3,1.42,0.24,11.7,0.69,1.41,0.24,11.65,0.69,1.44,0.25,11.78,0.69,2,
2854297,13.4,18,1318.2,30.59,0.62,3.967,0.034,138.4,5.9,13.3,1.6,6558.9,411.1,4789,100,2.393,0.011,-0.21,0.15,0.98,0.08,10.45,0.33,0.9,0.08,10.01,0.32,0.98,0.08,10.44,0.33,2,
2854664,13.67,17,1308.7,44.51,0.8,4.651,0.036000000000000004,71.6,3.2,18.0,1.4,1382.9,154.2,5066,151,2.568,0.011,-0.25,0.3,1.75,0.15,11.38,0.36,1.68,0.14,11.16,0.35,1.79,0.15,11.52,0.36,2,
2854735,12.13,18,1318.2,5.49,0.12,0.952,0.011,435.2,49.7,2.0,0.5,196863.3,20306.9,4224,147,1.62,0.013,-0.06,0.3,1.43,0.15,30.62,1.19,1.25,0.13,28.72,1.1,1.39,0.14,30.24,1.17,0,
2854994,10.5,18,1318.2,135.9,7.27,10.308,0.047,16.6,3.8,65.2,25.6,69.3,36.7,5005,140,3.05,0.024,-0.27,0.3,2.02,0.35,7.03,0.41,1.93,0.33,6.87,0.4,2.08,0.36,7.13,0.41,1,
